Date,Ticker,Open,High,Low,Close,Volume,Return
2021-03-09,AAPL,434.29,438.51,433.61,434.88,3888676,0.004991680532445919
2021-03-10,AAPL,433.77,443.5,432.05,441.0,3139592,0.01407284768211925
2021-03-11,AAPL,440.17,442.09,435.9,441.81,2155126,0.001836734693877462
2021-03-12,AAPL,440.98,445.86,436.72,444.59,2242616,0.006292297593988305
2021-03-15,AAPL,447.54,454.33,444.38,450.43,3163163,0.013135698058885703
2021-03-16,AAPL,452.29,456.1,433.4,437.52,4320076,-0.02866150123215605
2021-03-17,AAPL,437.47,440.95,432.57,434.95,2552240,-0.005874017187785685
2021-03-18,AAPL,435.58,439.81,428.03,431.07,3173982,-0.00892056558225085
2021-03-19,AAPL,424.89,427.72,423.25,425.78,2119692,-0.012271788804602557
2021-03-22,AAPL,425.98,426.36,423.32,423.65,2446396,-0.005002583493823098
2021-03-23,AAPL,424.36,438.47,420.41,436.53,4340643,0.03040245485660331
2021-03-24,AAPL,435.34,436.03,428.3,429.19,3448884,-0.01681442283462753
2021-03-25,AAPL,433.18,438.67,430.95,437.71,3657081,0.019851347887881676
2021-03-26,AAPL,434.63,435.65,422.99,423.2,4744707,-0.033149802380571636
2021-03-29,AAPL,422.77,423.04,419.76,420.58,1594376,-0.006190926275992492
2021-03-30,AAPL,421.11,424.42,418.48,422.16,3274278,0.0037567169147367796
2021-03-31,AAPL,423.24,430.74,420.62,427.32,3607565,0.012222853894257923
2021-04-01,AAPL,430.01,435.12,429.62,433.61,4456547,0.014719648038940436
2021-04-02,AAPL,438.44,442.63,434.3,440.71,4397551,0.016374161112520325
2021-04-05,AAPL,440.23,442.61,437.05,437.85,2513239,-0.006489528261214739
2021-04-06,AAPL,440.92,443.8,431.1,434.02,1648375,-0.008747287883978605
2021-04-07,AAPL,436.02,444.88,435.28,441.69,2739038,0.017671996682180557
2021-04-08,AAPL,441.09,441.92,439.75,440.22,3355377,-0.003328126061264647
2021-04-09,AAPL,440.74,442.98,427.33,429.21,2990590,-0.02501022216164661
2021-04-12,AAPL,422.86,424.92,417.69,419.69,4686903,-0.022180284709116704
2021-04-13,AAPL,420.45,422.94,411.24,412.18,2687064,-0.017894159975219814
2021-04-14,AAPL,411.89,416.7,407.85,416.49,1069292,0.010456596632539172
2021-04-15,AAPL,415.85,419.87,415.6,417.88,2876020,0.0033374150639871036
2021-04-16,AAPL,418.95,426.61,415.67,423.86,4613579,0.014310328323920762
2021-04-19,AAPL,423.62,427.25,417.8,420.45,2712679,-0.008045109234181114
2021-04-20,AAPL,424.21,427.02,419.16,422.0,4719731,0.0036865263408252247
2021-04-21,AAPL,420.2,429.3,416.78,427.49,4842347,0.013009478672985741
2021-04-22,AAPL,427.57,430.72,423.1,425.06,3129723,-0.005684343493415067
2021-04-23,AAPL,421.3,429.72,420.46,429.15,1861980,0.00962217098762519
2021-04-26,AAPL,429.12,432.33,419.89,423.69,3929775,-0.012722824187347048
2021-04-27,AAPL,428.13,432.22,420.17,420.82,2090345,-0.006773820481956183
2021-04-28,AAPL,424.41,425.65,415.61,417.82,1756214,-0.007128938738653057
2021-04-29,AAPL,418.51,421.47,407.32,408.03,4531302,-0.023431142597290733
2021-04-30,AAPL,409.83,414.18,409.22,412.21,2556320,0.01024434477857028
2021-05-03,AAPL,410.94,411.47,406.3,408.55,2093718,-0.008878969457315367
2021-05-04,AAPL,406.36,409.14,404.4,408.86,1960999,0.0007587810549505303
2021-05-05,AAPL,406.5,416.36,404.68,412.99,4128844,0.01010125715403798
2021-05-06,AAPL,411.82,417.89,410.34,416.89,1726742,0.009443327925615641
2021-05-07,AAPL,416.44,424.3,415.44,422.64,1705422,0.013792607162560921
2021-05-10,AAPL,422.55,423.88,420.87,422.02,2461985,-0.0014669695248912262
2021-05-11,AAPL,423.18,424.46,417.11,418.66,1523561,-0.007961707975925214
2021-05-12,AAPL,415.14,421.39,411.28,418.2,2459836,-0.0010987436105671655
2021-05-13,AAPL,417.54,421.16,400.26,404.3,2991727,-0.03323768531802962
2021-05-14,AAPL,398.74,402.29,389.23,392.8,3017123,-0.028444224585703726
2021-05-17,AAPL,394.92,395.24,382.54,382.6,4165805,-0.02596741344195519
2021-05-18,AAPL,378.52,380.39,373.63,375.16,2805417,-0.01944589649764772
2021-05-19,AAPL,377.0,381.52,376.59,378.35,3272669,0.008503038703486565
2021-05-20,AAPL,376.54,379.52,368.54,371.69,4082180,-0.01760274877758694
2021-05-21,AAPL,374.51,377.84,367.9,369.06,4979296,-0.007075788963921581
2021-05-24,AAPL,369.5,379.85,367.26,378.84,3515704,0.026499756137213337
2021-05-25,AAPL,375.46,378.42,374.35,376.33,4755221,-0.006625488332805407
2021-05-26,AAPL,377.07,382.81,376.85,382.07,3517537,0.015252570881938654
2021-05-27,AAPL,381.37,384.55,372.57,375.12,4797174,-0.018190383961054213
2021-05-28,AAPL,373.76,374.43,370.72,373.77,4916516,-0.0035988483685220896
2021-05-31,AAPL,373.04,373.56,364.37,366.85,2058846,-0.01851405944832374
2021-06-01,AAPL,364.75,365.61,363.54,364.55,2368876,-0.006269592476489061
2021-06-02,AAPL,364.85,372.45,363.27,370.86,4858075,0.01730901110958727
2021-06-03,AAPL,370.91,373.78,355.47,358.23,3315290,-0.034055977997087816
2021-06-04,AAPL,355.63,362.29,355.61,361.52,2513272,0.009184043770761763
2021-06-07,AAPL,363.38,367.04,363.24,363.42,1835342,0.0052555875193627255
2021-06-08,AAPL,363.15,366.09,358.97,359.29,1831992,-0.011364261735732795
2021-06-09,AAPL,359.07,361.76,347.78,349.08,1946297,-0.028417156057780724
2021-06-10,AAPL,347.36,351.19,345.69,349.75,1755345,0.0019193308124212383
2021-06-11,AAPL,347.29,349.52,343.83,346.23,1537051,-0.010064331665475268
2021-06-14,AAPL,347.01,349.41,343.8,348.01,4931948,0.005141091182162105
2021-06-15,AAPL,350.75,353.31,345.71,348.34,4878039,0.0009482486135454771
2021-06-16,AAPL,350.54,360.39,349.89,359.67,1391151,0.03252569328816679
2021-06-17,AAPL,362.11,363.16,355.28,358.13,1847016,-0.004281702671893761
2021-06-18,AAPL,357.44,358.39,350.01,350.98,4630419,-0.019964817245134436
2021-06-21,AAPL,350.9,352.88,347.59,352.41,3053688,0.004074306228275093
2021-06-22,AAPL,357.54,360.57,352.72,354.14,2608191,0.004909054794131729
2021-06-23,AAPL,352.79,364.53,350.53,363.94,2733871,0.027672671824702233
2021-06-24,AAPL,366.08,373.6,362.96,370.2,4131621,0.017200637467714497
2021-06-25,AAPL,365.86,373.88,365.68,373.03,4433047,0.007644516477579577
2021-06-28,AAPL,370.75,386.51,367.93,384.13,4469694,0.029756319867034975
2021-06-29,AAPL,384.1,387.1,371.67,375.19,1423789,-0.023273370994194686
2021-06-30,AAPL,377.02,380.32,368.62,370.58,3913499,-0.012287107865348257
2021-07-01,AAPL,367.85,370.87,361.17,363.9,3483821,-0.018025797398672383
2021-07-02,AAPL,365.08,365.95,359.42,361.24,2151419,-0.007309700467161173
2021-07-05,AAPL,361.03,363.13,350.09,351.47,4328521,-0.027045731369726433
2021-07-06,AAPL,350.58,356.99,348.0,356.12,4147565,0.013230147665518999
2021-07-07,AAPL,355.43,357.29,354.04,354.71,2347811,-0.003959339548466834
2021-07-08,AAPL,351.59,354.13,341.29,344.45,4180929,-0.028925037354458505
2021-07-09,AAPL,348.56,349.79,335.47,337.63,3637173,-0.019799680650312124
2021-07-12,AAPL,339.64,340.23,338.24,339.92,2895730,0.006782572638687423
2021-07-13,AAPL,339.92,346.77,337.24,345.78,3402572,0.017239350435396483
2021-07-14,AAPL,343.02,362.94,341.99,359.76,2531132,0.04043033142460528
2021-07-15,AAPL,359.36,382.19,357.18,380.91,2176559,0.0587891927951969
2021-07-16,AAPL,379.53,384.35,378.69,384.26,3633923,0.008794728413535902
2021-07-19,AAPL,382.29,384.44,374.98,376.85,2897408,-0.019283818248061135
2021-07-20,AAPL,378.05,381.32,360.85,360.96,1220839,-0.042165317765689325
2021-07-21,AAPL,360.71,366.51,360.53,363.08,2439331,0.0058732269503545265
2021-07-22,AAPL,362.8,365.94,354.69,357.36,3998823,-0.015754103778781503
2021-07-23,AAPL,357.68,358.45,352.68,354.57,2638139,-0.007807253190060481
2021-07-26,AAPL,358.78,359.6,350.31,350.4,4117079,-0.01176072425755148
2021-07-27,AAPL,348.43,352.07,346.21,349.59,2486300,-0.0023116438356164393
2021-07-28,AAPL,350.01,358.92,348.43,357.22,3975978,0.021825567092880416
2021-07-29,AAPL,357.68,359.24,354.51,358.52,4348783,0.003639213929790941
2021-07-30,AAPL,354.44,359.63,353.94,357.56,4247009,-0.002677674885640857
2021-08-02,AAPL,355.75,358.96,347.1,350.33,4304051,-0.020220382593131303
2021-08-03,AAPL,351.4,352.14,338.47,338.78,2328652,-0.032968915022978384
2021-08-04,AAPL,336.41,336.65,332.33,335.65,1350777,-0.009239034181474648
2021-08-05,AAPL,335.81,338.59,333.51,335.46,1296230,-0.0005660658423953802
2021-08-06,AAPL,335.58,349.68,332.62,347.49,2230132,0.03586120550885363
2021-08-09,AAPL,347.11,351.05,345.56,348.57,3553870,0.0031080031080030768
2021-08-10,AAPL,350.16,357.25,349.56,355.59,2682833,0.020139426800929394
2021-08-11,AAPL,355.79,356.33,351.35,352.22,4186286,-0.009477206895581847
2021-08-12,AAPL,353.11,354.28,341.69,344.05,3583358,-0.023195729941513865
2021-08-13,AAPL,343.05,345.68,336.54,337.58,4425638,-0.018805406190960716
2021-08-16,AAPL,339.08,341.42,329.82,332.85,1446147,-0.014011493571893907
2021-08-17,AAPL,331.91,348.19,330.07,347.19,2180076,0.043082469580892235
2021-08-18,AAPL,350.15,352.29,339.53,341.66,4698966,-0.01592787810708829
2021-08-19,AAPL,339.65,349.9,337.33,347.56,1540319,0.01726862963179765
2021-08-20,AAPL,345.72,347.26,340.06,341.45,2740718,-0.017579698469329053
2021-08-23,AAPL,342.89,349.52,340.34,347.99,1346845,0.019153609606091804
2021-08-24,AAPL,347.2,353.51,345.56,350.84,3162005,0.008189890514095133
2021-08-25,AAPL,352.8,356.08,348.19,349.92,2996776,-0.002622277961463748
2021-08-26,AAPL,350.28,352.39,347.23,349.8,1480018,-0.0003429355281207025
2021-08-27,AAPL,349.97,351.66,342.22,345.4,1287401,-0.012578616352201366
2021-08-30,AAPL,346.59,350.29,343.25,348.65,3052484,0.009409380428488712
2021-08-31,AAPL,349.18,349.94,345.33,345.65,2802305,-0.008604617811558857
2021-09-01,AAPL,345.64,347.13,334.76,337.35,3154999,-0.02401272963980894
2021-09-02,AAPL,336.81,338.73,328.39,328.9,3933865,-0.025048169556840194
2021-09-03,AAPL,327.97,330.75,325.92,330.2,1780911,0.0039525691699604515
2021-09-06,AAPL,329.7,342.2,327.19,340.79,2304953,0.0320714718352515
2021-09-07,AAPL,337.52,345.15,335.83,342.06,1625601,0.0037266351712197388
2021-09-08,AAPL,343.7,347.13,340.65,341.41,4024372,-0.0019002514178798613
2021-09-09,AAPL,341.88,344.4,340.98,343.54,3555196,0.006238833074602379
2021-09-10,AAPL,344.68,356.17,342.86,352.68,3329778,0.026605344355824512
2021-09-13,AAPL,352.22,357.45,348.94,354.41,2289741,0.004905296586140473
2021-09-14,AAPL,355.55,358.51,350.6,351.67,1815442,-0.007731158827346873
2021-09-15,AAPL,353.18,363.17,349.7,359.63,4677263,0.0226348565416441
2021-09-16,AAPL,360.97,363.87,359.81,362.89,4624427,0.009064872229791687
2021-09-17,AAPL,363.64,376.32,361.8,374.22,3302801,0.03122158229766603
2021-09-20,AAPL,373.73,378.59,372.49,375.78,3546681,0.004168670835337451
2021-09-21,AAPL,374.67,375.15,366.07,366.76,3129628,-0.024003406248336745
2021-09-22,AAPL,364.36,365.19,354.2,356.91,4402083,-0.026856800087250443
2021-09-23,AAPL,354.91,368.95,353.79,368.87,1448043,0.03350984842117044
2021-09-24,AAPL,369.3,382.82,369.06,381.77,1708005,0.03497167023612646
2021-09-27,AAPL,382.68,384.91,380.51,380.59,1088933,-0.003090866228357414
2021-09-28,AAPL,381.34,383.66,376.19,377.87,4395168,-0.007146798391970299
2021-09-29,AAPL,375.82,389.38,372.8,389.1,3507034,0.02971921560324975
2021-09-30,AAPL,389.41,390.1,377.24,380.68,4572209,-0.02163968131585714
2021-10-01,AAPL,379.97,380.54,373.3,374.06,4233097,-0.017389933802668955
2021-10-04,AAPL,372.91,381.33,369.35,379.06,3639944,0.013366839544458164
2021-10-05,AAPL,375.59,377.39,373.8,376.26,4086504,-0.007386693399461852
2021-10-06,AAPL,373.2,376.58,371.88,376.41,2438665,0.00039866050071757364
2021-10-07,AAPL,375.55,375.62,373.72,375.36,3174879,-0.0027895114369969054
2021-10-08,AAPL,373.37,381.02,370.34,378.09,3576037,0.007273017902813095
2021-10-11,AAPL,379.11,389.32,377.31,388.92,3483383,0.028643973657065835
2021-10-12,AAPL,384.73,389.98,383.87,389.82,3413623,0.002314100586238821
2021-10-13,AAPL,386.79,396.67,386.11,395.03,1558775,0.01336514288646029
2021-10-14,AAPL,393.94,394.73,375.51,379.03,4297662,-0.0405032529174999
2021-10-15,AAPL,378.79,382.36,375.18,378.85,3037083,-0.0004748964461914751
2021-10-18,AAPL,379.13,382.81,369.28,372.65,1048207,-0.016365316088161608
2021-10-19,AAPL,371.2,373.24,363.47,363.75,1266821,-0.023883000134174104
2021-10-20,AAPL,365.92,368.17,356.06,357.55,4399156,-0.017044673539518884
2021-10-21,AAPL,359.38,359.93,352.71,355.34,3835419,-0.006180953712767501
2021-10-22,AAPL,357.16,365.1,355.47,362.02,1300069,0.018798896831203837
2021-10-25,AAPL,361.92,363.05,349.18,352.6,1521725,-0.026020661841887116
2021-10-26,AAPL,354.13,354.75,352.22,352.99,3932497,0.0011060692002269334
2021-10-27,AAPL,352.28,355.6,347.18,349.75,1391632,-0.009178730275645197
2021-10-28,AAPL,352.56,353.89,344.67,347.64,1860974,-0.006032880629020743
2021-10-29,AAPL,346.46,356.98,343.25,354.78,1496402,0.020538488091128793
2021-11-01,AAPL,352.6,362.32,352.07,358.78,2031576,0.011274592705338593
2021-11-02,AAPL,355.54,371.04,354.33,368.55,2240486,0.027231172306148688
2021-11-03,AAPL,372.24,375.05,366.55,367.6,1284977,-0.0025776692443358895
2021-11-04,AAPL,364.33,367.41,360.78,362.67,2269959,-0.013411316648531013
2021-11-05,AAPL,364.31,367.78,358.87,361.22,4370927,-0.003998125017233289
2021-11-08,AAPL,360.16,366.37,358.4,363.16,2131273,0.005370688223243381
2021-11-09,AAPL,362.73,367.13,362.55,364.62,1566555,0.004020266549179308
2021-11-10,AAPL,365.05,365.56,355.32,356.89,3760090,-0.02120015358455385
2021-11-11,AAPL,356.47,358.72,356.36,357.72,2657415,0.002325646557763017
2021-11-12,AAPL,360.75,362.1,357.19,359.53,4038880,0.005059823325505919
2021-11-15,AAPL,359.92,378.75,358.28,377.81,1434667,0.05084415765026562
2021-11-16,AAPL,378.13,395.36,376.71,392.18,4387544,0.038034991133109264
2021-11-17,AAPL,390.64,390.73,383.7,385.69,3121764,-0.01654852363710546
2021-11-18,AAPL,384.21,385.83,383.28,383.66,1388609,-0.005263294355570491
2021-11-19,AAPL,384.71,384.79,370.38,372.62,4131282,-0.02877547828806759
2021-11-22,AAPL,372.79,373.85,365.51,368.41,3006736,-0.011298373678278129
2021-11-23,AAPL,367.43,374.56,367.28,370.92,3529420,0.006813061534703069
2021-11-24,AAPL,369.68,382.13,369.14,380.05,4174881,0.02461447212336898
2021-11-25,AAPL,382.18,382.24,373.0,374.7,2345143,-0.014077095119063299
2021-11-26,AAPL,376.92,378.15,368.21,369.98,1605216,-0.012596744061916132
2021-11-29,AAPL,371.2,371.69,354.1,354.28,4912182,-0.04243472620141642
2021-11-30,AAPL,357.1,358.04,351.52,353.3,1183429,-0.0027661736479619448
2021-12-01,AAPL,354.33,357.63,344.23,345.97,1362807,-0.020747240305689196
2021-12-02,AAPL,344.61,345.5,340.75,342.48,3904147,-0.010087579847963712
2021-12-03,AAPL,339.96,340.91,333.77,336.65,4438123,-0.01702289184769923
2021-12-06,AAPL,336.99,338.78,332.9,336.18,1907056,-0.0013961087182532417
2021-12-07,AAPL,337.29,337.39,323.26,324.53,1745933,-0.03465405437563218
2021-12-08,AAPL,325.73,327.94,314.6,315.17,3027824,-0.028841709549194072
2021-12-09,AAPL,315.64,329.92,314.53,328.75,3699251,0.04308785734682874
2021-12-10,AAPL,331.9,333.45,319.29,320.45,1404136,-0.025247148288973453
2021-12-13,AAPL,321.51,322.2,310.76,313.58,4410490,-0.02143860196598535
2021-12-14,AAPL,311.82,325.38,310.28,325.26,3213750,0.03724727342305001
2021-12-15,AAPL,329.9,346.89,329.47,344.32,1495752,0.05859927442661261
2021-12-16,AAPL,345.32,348.56,334.38,336.42,1604143,-0.022943773234200715
2021-12-17,AAPL,334.58,337.91,332.97,334.11,3841436,-0.006866416978776546
2021-12-20,AAPL,334.57,338.31,332.78,336.56,4127694,0.007332914309658545
2021-12-21,AAPL,338.19,348.42,335.05,348.37,1711649,0.03509032564772996
2021-12-22,AAPL,348.03,348.16,341.3,341.67,4037827,-0.019232425294944955
2021-12-23,AAPL,341.22,341.33,339.21,340.16,1960995,-0.0044194690783504464
2021-12-24,AAPL,337.97,346.93,336.67,345.62,4920869,0.016051269990592587
2021-12-27,AAPL,344.04,349.11,343.95,348.8,2356030,0.00920085643191948
2021-12-28,AAPL,346.78,349.41,342.92,346.35,2404797,-0.007024082568807266
2021-12-29,AAPL,346.18,348.02,344.51,345.59,4714104,-0.002194312112025587
2021-12-30,AAPL,346.4,349.05,333.42,336.26,2915704,-0.026997308949911702
2021-12-31,AAPL,337.64,340.23,332.13,334.83,4582018,-0.004252661630880894
2022-01-03,AAPL,336.29,339.41,332.9,333.21,4708257,-0.004838276140130882
2022-01-04,AAPL,333.64,335.24,331.45,334.93,4977076,0.0051619099066655405
2022-01-05,AAPL,336.22,338.81,328.73,331.37,4211404,-0.010629086674827537
2022-01-06,AAPL,329.64,334.99,328.73,334.67,3409641,0.009958656486706685
2022-01-07,AAPL,335.32,341.76,333.82,341.61,2850408,0.0207368452505452
2022-01-10,AAPL,342.45,344.3,339.44,342.84,2060853,0.0036005971722137264
2022-01-11,AAPL,343.03,348.51,341.57,345.43,4027890,0.007554544393886475
2022-01-12,AAPL,345.5,347.41,344.61,345.97,2311230,0.0015632689691109647
2022-01-13,AAPL,345.92,346.67,344.7,346.14,3433539,0.0004913720842847358
2022-01-14,AAPL,346.87,349.73,340.44,341.32,3263160,-0.01392500144450226
2022-01-17,AAPL,345.31,348.02,340.32,343.65,3313070,0.006826438532755219
2022-01-18,AAPL,343.05,344.96,342.46,343.15,4352546,-0.0014549687181725224
2022-01-19,AAPL,343.7,359.78,342.79,357.69,1664081,0.04237214046335436
2022-01-20,AAPL,362.53,371.21,359.91,369.12,4718395,0.03195504487125733
2022-01-21,AAPL,367.84,374.38,364.84,372.16,1048995,0.00823580407455582
2022-01-24,AAPL,372.39,373.36,364.23,366.66,1270109,-0.014778589853826296
2022-01-25,AAPL,365.11,368.53,355.48,358.69,2034973,-0.02173675885016102
2022-01-26,AAPL,359.29,369.57,356.71,367.41,1743897,0.024310686107781088
2022-01-27,AAPL,366.05,370.11,365.67,369.53,3886115,0.005770120573745707
2022-01-28,AAPL,370.6,376.52,368.81,373.26,4999061,0.010093903066056953
2022-01-31,AAPL,374.39,374.72,360.01,360.42,3337904,-0.03439961420993398
2022-02-01,AAPL,359.09,368.45,357.82,367.29,4718528,0.019061095388713145
2022-02-02,AAPL,365.31,372.36,364.62,370.81,3204229,0.009583707696915189
2022-02-03,AAPL,370.91,373.52,362.52,362.76,4593501,-0.021709231142633678
2022-02-04,AAPL,363.86,366.23,358.3,359.52,3353705,-0.00893152497519023
2022-02-07,AAPL,356.17,365.03,353.51,361.6,3621837,0.005785491766800321
2022-02-08,AAPL,361.63,362.65,360.47,362.16,4754806,0.0015486725663715895
2022-02-09,AAPL,363.15,364.23,360.01,360.22,2473376,-0.005356748398497868
2022-02-10,AAPL,358.42,360.57,357.04,359.66,1752523,-0.001554605518849561
2022-02-11,AAPL,359.33,361.59,356.64,358.03,1787838,-0.004532058054829702
2022-02-14,AAPL,356.57,361.22,353.82,359.3,1067327,0.0035471887830629267
2022-02-15,AAPL,360.38,373.63,358.5,370.05,2515471,0.029919287503479053
2022-02-16,AAPL,369.21,372.14,351.03,351.24,3843863,-0.05083096878800164
2022-02-17,AAPL,352.63,356.11,348.15,349.75,2716395,-0.004242113654481239
2022-02-18,AAPL,352.86,354.84,350.72,351.16,3817180,0.004031451036454747
2022-02-21,AAPL,350.99,355.97,347.94,353.42,4006078,0.006435812734935542
2022-02-22,AAPL,353.58,355.74,348.32,350.96,3363356,-0.006960556844547661
2022-02-23,AAPL,349.03,349.16,336.92,338.81,4369820,-0.034619329838158186
2022-02-24,AAPL,339.79,344.14,337.59,341.2,2953470,0.007054101118620926
2022-02-25,AAPL,339.36,354.36,336.97,353.16,2680889,0.03505275498241511
2022-02-28,AAPL,351.53,351.86,339.46,342.5,3845317,-0.030184618869634194
2022-03-01,AAPL,340.95,349.61,337.64,348.59,4056841,0.017781021897810056
2022-03-02,AAPL,347.18,349.3,345.41,346.47,3425993,-0.0060816431911413504
2022-03-03,AAPL,345.4,348.74,345.25,346.22,2196500,-0.0007215631945045597
2022-03-04,AAPL,346.13,348.65,335.89,339.1,2252502,-0.02056495869678243
2022-03-07,AAPL,340.25,341.9,335.54,337.0,4026012,-0.00619286346210568
2022-03-08,AAPL,335.01,347.74,333.57,345.94,2171115,0.026528189910979272
2022-03-09,AAPL,346.89,353.62,346.62,350.14,3392671,0.01214083367057861
2022-03-10,AAPL,350.38,363.1,349.15,362.45,1591514,0.03515736562517846
2022-03-11,AAPL,363.55,374.0,361.74,371.16,2149892,0.024030900813905465
2022-03-14,AAPL,370.32,374.73,370.07,374.61,1106288,0.009295182670546298
2022-03-15,AAPL,376.31,388.88,372.6,387.86,2613094,0.03537011825631997
2022-03-16,AAPL,385.38,392.24,383.17,391.46,2682025,0.0092816995823235
2022-03-17,AAPL,393.88,399.64,390.62,398.14,2991993,0.01706432330250851
2022-03-18,AAPL,398.69,400.4,393.24,395.98,1842046,-0.005425227306977365
2022-03-21,AAPL,400.48,402.76,396.43,396.7,4472945,0.0018182736501843877
2022-03-22,AAPL,397.59,397.86,388.52,391.37,4793509,-0.013435845727249762
2022-03-23,AAPL,393.65,399.57,390.25,399.31,2152239,0.02028770728466678
2022-03-24,AAPL,397.81,398.16,390.0,390.1,4553251,-0.023064786757156064
2022-03-25,AAPL,388.36,397.33,386.23,396.4,1225155,0.016149705203793774
2022-03-28,AAPL,397.13,400.29,393.15,395.08,1112083,-0.0033299697275479545
2022-03-29,AAPL,397.63,405.14,394.33,404.53,3002643,0.02391920623671151
2022-03-30,AAPL,405.1,412.77,401.51,410.81,1448680,0.015524188564506991
2022-03-31,AAPL,411.56,427.1,409.84,425.98,3660855,0.03692704656653922
2022-04-01,AAPL,430.73,434.67,428.74,432.41,2711878,0.01509460538053431
2022-04-04,AAPL,434.88,435.97,417.51,419.04,2307593,-0.030919728960939863
2022-04-05,AAPL,420.12,423.78,416.16,418.68,3297386,-0.0008591065292096189
2022-04-06,AAPL,420.78,424.34,408.11,409.08,1535145,-0.022929206076239717
2022-04-07,AAPL,409.61,409.65,404.85,405.04,2181951,-0.00987581891072642
2022-04-08,AAPL,410.65,417.68,407.58,417.49,4049005,0.03073770491803285
2022-04-11,AAPL,419.25,425.53,416.08,423.02,4377301,0.013245826247335168
2022-04-12,AAPL,422.62,425.14,413.18,417.32,2436817,-0.013474540210864694
2022-04-13,AAPL,416.95,417.74,408.56,409.07,2563792,-0.01976900220454325
2022-04-14,AAPL,410.4,413.65,406.45,409.54,3221022,0.0011489476128780929
2022-04-15,AAPL,409.94,413.25,398.79,399.78,3106979,-0.023831615959369112
